,Unnamed: 0,user_id,age,Language,city,state,country
564,564,75723,34.74389988072476,en,farmington hills,michigan,usa
565,565,77181,33.0,en,louisville,kentucky,usa
566,566,80683,27.0,en,new castle,delaware,usa
567,567,80837,34.0,en,fort myers,florida,usa
568,568,82407,34.74389988072476,en,washington,dc,usa
569,569,85653,53.0,en,lansdowne,pennsylvania,usa
570,570,85656,41.0,en,cottage grove,oregon,usa
571,571,86219,26.0,en,ludwigshafen,rheinland-pfalz,germany
572,572,86243,34.74389988072476,en,christchurch,canterbury,new zealand
573,573,86835,34.74389988072476,en,mercer island,",",
574,574,87746,52.0,en,wallingford,connecticut,usa
575,575,89856,31.0,en,seattle,washington,usa
577,577,91931,40.0,en,new westminster,british columbia,canada
578,578,92810,60.0,en,manistee,michigan,usa
579,579,93698,70.0,en,halfmoon bay,british columbia,canada
580,580,95392,25.0,en,toronto,ontario,canada
581,581,95932,36.0,en,manchester,new hampshire,usa
582,582,99946,34.74389988072476,en,chicago,illinois,usa
583,583,100459,38.0,en,bay area,california,usa
584,584,101043,34.74389988072476,en,glenshaw,pennsylvania,usa
585,585,101559,34.74389988072476,en,winchester,virginia,usa
586,586,101851,29.0,en,keizer,oregon,usa
587,587,102327,34.74389988072476,en,atlanta,georgia,usa
588,588,102359,34.74389988072476,en,springfield,oregon,usa
589,589,102430,37.0,en,portage,wisconsin,usa
590,590,104796,38.0,en,anchorage,alaska,usa
591,591,105214,34.0,en,pittsburgh,pennsylvania,usa
592,592,105517,28.0,en,calgary,alberta,canada
593,593,107258,34.74389988072476,en,lowell,massachusetts,usa
594,594,108005,29.0,en,greenfield,wisconsin,usa
595,595,112026,17.0,en,lakewood,washington,usa
596,596,113117,34.74389988072476,en,marina del rey,california,usa
597,597,114698,81.0,en,olympia,washington,usa
599,599,116210,46.0,en,oisterwijk,noord-brabant,netherlands
600,600,117041,34.74389988072476,en,mesa,arizona,usa
601,601,118135,29.0,en,porto,porto,portugal
602,602,119858,53.0,en,centennial,colorado,usa
603,603,120807,43.0,en,corrales,new mexico,usa
604,604,124298,25.0,en,stockton,california,usa
605,605,124874,32.0,en,warren,new jersey,usa
606,606,125774,36.0,en,tehran,tehran,iran
607,607,127429,23.0,en,kansas city,missouri,usa
608,608,129373,54.0,en,mercer island,",",
609,609,129716,30.0,en,tallahassee,florida,usa
610,610,132230,58.0,en,pittsburgh,pennsylvania,usa
611,611,132930,29.0,en,wokingham,england,united kingdom
612,612,134541,39.0,en,richmond,virginia,usa
613,613,134869,34.74389988072476,en,menifee lakes,california,usa
614,614,136205,39.0,en,crest hill,illinois,usa
615,615,143968,39.0,en,wesley chapel,florida,usa
616,616,144803,23.0,en,little rock,arkansas,usa
618,618,146932,30.0,en,miami,florida,usa
619,619,148744,67.0,en,campbellsport,wisconsin,usa
620,620,150968,47.0,en,manchester,new hampshire,usa
621,621,150970,34.74389988072476,en,sayreville,new jersey,usa
622,622,153042,35.0,en,ann arbor,michigan,usa
623,623,153577,34.74389988072476,en,grand rapids,michigan,usa
624,624,153662,44.0,en,ft. stewart,georgia,usa
625,625,156150,36.0,en,howell,new jersey,usa
626,626,157273,37.0,en,dripping springs,texas,usa
627,627,157799,42.0,en,heemstede,noord holland,netherlands
628,628,159732,47.0,en,watchung,new jersey,usa
629,629,160032,34.74389988072476,en,heidelberg,baden-württemberg,germany
630,630,165319,28.0,en,tucson,arizona,usa
631,631,167812,38.0,en,vancouver,washington,usa
632,632,169862,34.74389988072476,en,monmouth,oregon,usa
633,633,171295,27.0,en,silver spring,maryland,usa
634,634,173018,34.74389988072476,en,christchurch,canterbury,new zealand
636,636,174326,38.0,en,winnipeg,manitoba,canada
637,637,174633,31.0,en,nashville,tennessee,usa
638,638,175003,33.0,en,round rock,texas,usa
639,639,176838,27.0,en,helsinki,uusimaa,finland
640,640,178667,34.0,en,freehold,new jersey,usa
641,641,184299,31.0,en,omaha,nebraska,usa
642,642,187145,65.0,en,grapeview,washington,usa
643,643,196457,34.74389988072476,en,seattle,washington,usa
644,644,202182,24.0,en,st. charles,illinois,usa
645,645,202547,21.0,en,owensboro,kentucky,usa
646,646,204864,47.0,en,simi valley,california,usa
647,647,204909,34.74389988072476,en,salt lake city,utah,usa
648,648,207965,46.0,en,eugene,oregon,usa
649,649,212847,34.74389988072476,en,angleton,texas,usa
650,650,212849,59.0,en,ft. lauderdale,florida,usa
651,651,215388,34.74389988072476,en,citrus heights,california,usa
652,652,218421,32.0,en,dawson creek,british columbia,canada
653,653,221232,21.0,en,rock hill,south carolina,usa
655,655,223402,36.0,en,san carlos,california,usa
656,656,224138,34.74389988072476,en,carlsbad,california,usa
657,657,224236,34.74389988072476,en,neptune,new jersey,usa
658,658,227025,33.0,en,saskatoon,saskatchewan,canada
659,659,227275,47.0,en,saskatoon,saskatchewan,canada
660,660,227884,25.0,en,virginia beach,virginia,usa
661,661,230249,34.74389988072476,en,glen rock,pennsylvania,usa
663,663,231210,44.0,en,roanoke,virginia,usa
664,664,232103,30.0,en,durham,north carolina,usa
665,665,234205,15.0,en,lake worth,florida,usa
666,666,235011,34.74389988072476,en,seattle,washington,usa
667,667,237436,34.74389988072476,en,idaho falls,idaho,usa
668,668,238120,25.0,en,louisville,kentucky,usa
669,669,240353,45.0,en,houston,texas,usa
670,670,240401,64.0,en,denver,colorado,usa
671,671,241214,34.74389988072476,en,de soto,",",
672,672,241579,34.74389988072476,en,orono,maine,usa
673,673,243879,32.0,en,los angeles,california,usa
674,674,244171,51.0,en,moline,illinois,usa
675,675,244643,34.74389988072476,en,santa rosa,california,usa
677,677,250764,34.74389988072476,en,cove,oregon,usa
678,678,250892,21.0,en,st. petersburg,florida,usa
679,679,251150,34.74389988072476,en,east setuaket,new york,usa
680,680,252627,34.74389988072476,en,tucson,arizona,usa
681,681,253855,29.0,en,edmonton,alberta,canada
682,682,254160,33.0,en,millbrae,california,usa
683,683,255799,28.0,en,lafayette,louisiana,usa
684,684,258109,37.0,en,hamburg,hamburg,germany
685,685,258747,45.0,en,long beach,california,usa
688,688,264543,34.74389988072476,en,quincy,massachusetts,usa
689,689,264657,23.0,en,st. louis,missouri,usa
690,690,266283,62.0,en,walla walla,washington,usa
691,691,267293,34.74389988072476,en,ferndale,california,usa
693,693,269688,34.74389988072476,en,chicago,illinois,usa
694,694,269799,34.74389988072476,en,new york,new york,usa
695,695,271135,34.74389988072476,en,ann arbor,michigan,usa
696,696,271144,25.0,en,albuquerque,new mexico,usa
697,697,274056,24.0,en,seattle,washington,usa
698,698,277711,34.0,en,mannheim,baden-wuerttemberg,germany
699,699,278418,34.74389988072476,en,omaha,nebraska,usa
701,701,6910,34.74389988072476,en,bothell,washington,usa
702,702,7913,43.0,en,mission hills,california,usa
704,704,58516,30.0,en,rocky river,ohio,usa
705,705,59971,27.0,en,kingwood,texas,usa
706,706,60244,47.0,en,alvin,texas,usa
707,707,79089,29.0,en,nickerson,kansas,usa
708,708,98758,25.0,en,calgary,alberta,canada
709,709,113817,25.0,en,melbourne,victoria,australia
710,710,126604,27.0,en,north reading,massachusetts,usa
711,711,146348,34.74389988072476,en,tigard,oregon,usa
713,713,160843,34.74389988072476,en,woodinville,washington,usa
714,714,172760,29.0,en,san antonio,texas,usa
715,715,187763,33.0,en,nyack,new york,usa
716,716,196108,34.0,en,seattle,washington,usa
717,717,206202,16.0,en,arlington heights,illinois,usa
718,718,271622,34.74389988072476,en,malmok,,aruba
719,719,10,26.0,en,albacete,wisconsin,spain
720,720,3675,24.0,en,barcelona,catalunya,spain
721,721,6366,20.0,en,madrid,madrid,spain
723,723,13872,17.0,en,barcelona,catalunya,spain
724,724,16654,35.0,en,málaga,andalucia,spain
725,725,16673,30.0,en,cadiz,cadiz,spain
726,726,17183,23.0,en,zaragoza,zaragoza,spain
727,727,18384,37.0,en,palma de mallorca,baleares,spain
728,728,55217,26.0,en,vigo,pontevedra,spain
729,729,80908,30.0,en,lleida,catalunya,spain
730,730,94985,39.0,en,sant cugat del vallès,catalunya,spain
731,731,105476,22.0,en,zaragoza,aragón,spain
732,732,124888,25.0,en,mataró,barcelona,spain
733,733,126644,30.0,en,zaragoza,aragon,spain
734,734,131126,31.0,en,barcelona,catalunya,spain
735,735,134556,28.0,en,santander,cantabria,spain
736,736,136633,32.0,en,burgos,burgos,spain
737,737,137437,26.0,en,sevilla,sevilla,spain
738,738,141518,27.0,en,vigo,"pontevedra,",
739,739,149634,28.0,en,córdoba,andalucía,spain
740,740,152107,42.0,en,zaragoza,zaragoza,spain
741,741,156502,33.0,en,zaragoza,aragón,spain
742,742,157118,34.74389988072476,en,bilbao,bizkaia,spain
743,743,158627,32.0,en,valladolid,castilla y león,spain
744,744,164533,46.0,en,sitges,barcelona,spain
745,745,182987,34.74389988072476,en,armentia,álava,spain
746,746,187810,45.0,en,cabrils,catalunya,spain
747,747,189750,29.0,en,córdoba,andalucía,spain
748,748,214920,35.0,en,lleida,catalunya,spain
749,749,217740,37.0,en,madrid,madrid,spain
750,750,229501,20.0,en,zaragoza,zaragoza,spain
751,751,240440,30.0,en,barcelona,catalunya,spain
752,752,241268,34.0,en,barcelona,catalunya,spain
753,753,248325,33.0,en,zaragoza,dc,spain
754,754,254982,28.0,en,san sebastian,guipuzcoa,spain
755,755,267172,27.0,en,javea,alicante,spain
756,756,12,34.74389988072476,en,fort bragg,california,usa
757,757,64632,19.0,en,danville,california,usa
758,758,67997,53.0,en,lincoln city,oregon,usa
759,759,14,34.74389988072476,en,mediapolis,iowa,usa
765,765,164027,34.74389988072476,en,burlington,ontario,canada
766,766,174791,38.0,en,long beach,california,usa
767,767,259901,34.74389988072476,en,thompson,manitoba,canada
770,770,193,23.0,en,mumbai,maharashtra,india
771,771,242,37.0,en,neuffen,baden-wuerttemberg,germany
772,772,487,34.74389988072476,en,houston,texas,usa
773,773,569,28.0,en,lahore,punjab,pakistan
774,774,626,41.0,en,graz,steiermark,austria
775,775,899,23.0,en,bielefeld,nordrhein-westfalen,germany
776,776,901,21.0,en,worcester,worcestershire,united kingdom
777,777,970,15.0,en,sydney,new south wales,australia
778,778,1025,33.0,en,maidstone,england,united kingdom
779,779,1140,19.0,en,bridgewater,new jersey,usa
780,780,1343,33.0,en,bishop auckland,england,united kingdom
781,781,1435,36.0,en,st. louis,missouri,usa
782,782,1486,75.0,en,montmorency,victoria,australia
783,783,1733,30.0,en,independence,west virginia,usa
784,784,1863,43.0,en,feucht,bayern,germany
785,785,1903,36.0,en,hualien,taiwan,taiwan
786,786,2268,22.0,en,coruña,galicia,spain
787,787,2411,37.0,en,lake city,florida,usa
788,788,2766,42.0,en,frisco,texas,usa
789,789,2830,13.0,en,adelaide,south australia,australia
791,791,3032,40.0,en,sydney,new south wales,australia
793,793,3556,68.0,en,bismarck,north dakota,usa
794,794,4092,27.0,en,hixson,tennessee,usa
795,795,4131,51.0,en,hemel hempstead,england,united kingdom
796,796,4243,52.0,en,wheelers hill,victoria,australia
797,797,4285,50.0,en,adrian,michigan,usa
798,798,4514,23.0,en,vila nova de famalicão,braga,portugal
799,799,4571,23.0,en,melbourne,victoria,australia
801,801,4784,21.0,en,arvada,colorado,usa
802,802,5126,53.0,en,chula vista,california,usa
803,803,5264,34.74389988072476,en,hannover,niedersachsen,germany
804,804,5471,60.0,en,barcelona,catalunya,spain
805,805,5506,19.0,en,cortlandt manor,new york,usa
806,806,5543,29.0,en,cumberland,maryland,usa
807,807,5581,22.0,en,newtown,new south wales,australia
808,808,5604,48.0,en,hattenhofen,bayern,germany
809,809,5815,34.74389988072476,en,rockville,maryland,usa
810,810,5916,31.0,en,vermont,victoria,australia
811,811,6095,19.0,en,elmore city,oklahoma,usa
812,812,6120,36.0,en,elizabethtown,kentucky,usa
813,813,6251,32.0,en,wahiawa,hawaii,usa
814,814,6431,30.0,en,wylie,texas,usa
815,815,6507,26.0,en,san sebastián,guipúzcoa,spain
816,816,6543,34.0,en,strafford,missouri,usa
817,817,7105,34.74389988072476,en,chertsey,england,united kingdom
818,818,7125,28.0,en,apo,ae,usa
819,819,7158,30.0,en,omaha,nebraska,usa
820,820,7286,28.0,en,pasco,washington,usa
821,821,7426,34.74389988072476,en,la,california,usa
822,822,7515,45.0,en,canberra,australian capital territory,australia
823,823,7864,17.0,en,klang,selangor,malaysia
824,824,8361,23.0,en,melbourne,victoria,australia
825,825,8453,47.0,en,berkeley,california,usa
826,826,8529,34.74389988072476,en,logroño,la rioja,spain
827,827,8660,25.0,en,innsbruck,tirol,austria
828,828,8674,29.0,en,singapore,,singapore
829,829,8681,34.0,en,orlando,florida,usa
830,830,8685,32.0,en,marietta,georgia,usa
831,831,9080,20.0,en,campinas,sao paulo,brazil
832,832,9224,34.74389988072476,en,woodbridge,suffolk,united kingdom
833,833,9260,34.0,en,hannover,niedersachsen,germany
834,834,9381,34.74389988072476,en,bagshot,surrey,united kingdom
835,835,9414,37.0,en,ipswich,suffolk,united kingdom
836,836,9571,27.0,en,reinbek,schleswig-holstein,germany
837,837,9642,14.0,en,forster-tuncurry,new south wales,australia
838,838,9908,36.0,en,woodstock,georgia,usa
839,839,9979,34.74389988072476,en,brampton,ontario,canada
840,840,10118,44.0,en,minneapolis,minnesota,usa
841,841,10338,15.0,en,azusa,california,usa
842,842,10494,25.0,en,phoenix,arizona,usa
843,843,10532,29.0,en,shipley,west yorkshire,united kingdom
844,844,10570,34.74389988072476,en,singapore,,singapore
845,845,10590,22.0,en,shah alam,selangor,malaysia
846,846,10649,27.0,en,buenos aires,buenos aires,argentina
847,847,10730,26.0,en,los angeles,california,usa
848,848,10819,27.0,en,richmond,kentucky,usa
849,849,11120,58.0,en,kerava,uusimaa,finland
851,851,11245,34.74389988072476,en,scarborough,ontario,canada
852,852,11554,35.0,en,houston,texas,usa
854,854,11690,30.0,en,landau,rheinland-pfalz,germany
855,855,11724,42.0,en,west lawn,pennsylvania,usa
856,856,11768,14.0,en,jalandhar cantt,punjab,india
857,857,11808,52.0,en,città di castello,umbria,italy
858,858,11832,34.74389988072476,en,juneau,alaska,usa
859,859,11944,21.0,en,santo tirso,porto,portugal
860,860,11993,37.0,en,lakewood,colorado,usa
861,861,12189,24.0,en,ourense,galicia,spain
862,862,12264,39.0,en,kuna,idaho,usa
863,863,12272,18.0,en,ploiesti,prahova,romania
864,864,12331,31.0,en,athens,,greece
865,865,12512,34.0,en,deventer,overijssel,netherlands
866,866,12835,38.0,en,hamburg,hamburg,germany
867,867,13057,47.0,en,mason,ohio,usa
868,868,13088,14.0,en,piacenza,emilia romagna,italy
869,869,13093,29.0,en,zaragoza,aragon,spain
870,870,13221,45.0,en,iqaluit,nunavut,canada
871,871,13479,31.0,en,rotterdam,zuid holland,netherlands
872,872,13600,34.74389988072476,en,athens,athens,greece
873,873,13664,34.74389988072476,en,escondido,california,usa
874,874,13722,41.0,en,benton,arkansas,usa
875,875,13891,58.0,en,ashtabula,ohio,usa
876,876,14015,27.0,en,arrasate,gipuzkoa,spain
877,877,14049,34.74389988072476,en,burnaby,british columbia,canada
878,878,14079,41.0,en,valencia,valencia,spain
879,879,14203,76.0,en,lake munmorah,new south wales,australia
880,880,14212,46.0,en,americus,georgia,usa
881,881,14288,52.0,en,oakland,maine,usa
882,882,14336,28.0,en,manchester,new hampshire,usa
883,883,14387,35.0,en,coalville,leicestershire,"england, united kingdom"
884,884,14461,31.0,en,aachen,nordrhein-westfalen,germany
885,885,15049,28.0,en,benbrook,texas,usa
886,886,15053,34.74389988072476,en,bonn,nordrhein-westfalen,germany
887,887,15418,23.0,en,vitoria,álava,spain
888,888,15439,38.0,en,winter park,florida,usa
889,889,15459,34.74389988072476,en,grantsburg,wisconsin,usa
890,890,15523,22.0,en,seri kembangan,selangor,malaysia
891,891,15957,27.0,en,sydney,new south wales,australia
892,892,15982,33.0,en,atlanta,georgia,usa
893,893,16086,39.0,en,isle of wight,england,united kingdom
894,894,16130,34.0,en,hercules,california,usa
895,895,16151,39.0,en,hobart,tasmania,australia
896,896,16155,47.0,en,kuala lumpur,,malaysia
897,897,16263,34.74389988072476,en,ashland,wisconsin,usa
898,898,16319,43.0,en,keith,south australia,australia
899,899,16504,28.0,en,kuching,sarawak,malaysia
900,900,16634,42.0,en,little rock,arkansas,usa
901,901,16783,14.0,en,lebanon,new jersey,usa
903,903,16943,34.74389988072476,en,sydney,new south wales,australia
904,904,16999,48.0,en,alexandria,virginia,usa
905,905,17201,42.0,en,las cruces,new mexico,usa
906,906,17282,38.0,en,irwin,pennsylvania,usa
907,907,17507,37.0,en,dublin,dublin,ireland
908,908,17842,21.0,en,washington,dc,usa
909,909,17890,17.0,en,wisconsin rapids,wisconsin,usa
910,910,17950,32.0,en,puchong,selangor,malaysia
911,911,18039,56.0,en,southfield,michigan,usa
912,912,18097,27.0,en,kiel,schleswig-holstein,germany
913,913,18199,56.0,en,highlands ranch,colorado,usa
914,914,18323,41.0,en,augusta,maine,usa
915,915,18527,45.0,en,shiraz,fars,iran
916,916,18542,16.0,en,san diego,california,usa
917,917,19085,60.0,en,menomonie,wisconsin,usa
918,918,19117,14.0,en,ormeau,queensland,australia
919,919,19164,40.0,en,meadow lake,saskatchewan,canada
920,920,19817,24.0,en,cologne/köln,nordrhein-westfalen,germany
921,921,19974,30.0,en,bradford,england,united kingdom
922,922,20060,48.0,en,baltimore,maryland,usa
923,923,20147,34.74389988072476,en,cincinnati,ohio,usa
924,924,20201,31.0,en,grove city,ohio,usa
925,925,20401,25.0,en,graz,steiermark,austria
926,926,20858,24.0,en,siegburg,nordrhein-westfalen,germany
927,927,20911,50.0,en,katy,texas,usa
928,928,20983,45.0,en,villas,new jersey,usa
929,929,21031,36.0,en,alexandria,virginia,usa
930,930,21252,28.0,en,duluth,minnesota,usa
931,931,21268,56.0,en,blacksburg,south carolina,usa
932,932,21364,32.0,en,san diego,california,usa
933,933,21368,30.0,en,currie,midlothian,united kingdom
934,934,21404,34.74389988072476,en,west vancouver,british columbia,canada
935,935,21484,21.0,en,madison,wisconsin,usa
936,936,21518,59.0,en,cleveland,tennessee,usa
937,937,21576,31.0,en,memphis,tennessee,usa
938,938,21659,31.0,en,san jose,california,usa
939,939,21660,52.0,en,chattanooga,tennessee,usa
940,940,21860,34.74389988072476,en,bellingham,washington,usa
941,941,22012,34.74389988072476,en,canberra,australian capital territory,australia
942,942,22082,26.0,en,rio de janeiro,rio de janeiro,brazil
943,943,22121,33.0,en,edinburgh,scotland,united kingdom
944,944,22338,33.0,en,florissant,missouri,usa
945,945,22343,21.0,en,lisbon,lisbon,portugal
946,946,22362,31.0,en,fresno,california,usa
948,948,22648,35.0,en,selestat,alsace,france
